annotation_id;source_json;caption;Maschine_Label;manual_plot;manual_photo;manual_diagram;unclear;notes;manual_label
100;10.1101_2025.08.01.667674.json;Figure 3. The ompF gene is preferentially mutated in the WT strain and not in the BAC-tolerant strain upon adaptive laboratory evolution to ciprofloxacin (CIP). Whole genome sequence analysis of E. coli MG1655 (WT) and its BACtolerant derivative S4 after experimental evolution in the presence of CIP. The bar at the top represents the genome of E. coli from 0 MB to 4.6 Mb. Genomic loci with mutations are magnified in the panel below. Each of the 36 blue bars represent one replicate E. coli population from the evolution experiment. Dark blue bars show populations from the  64  ×  MIC  concentration  step  of  the  experiment.  The  populations  that  adapted  ('survived')  to  the  highest concentration (2048 × MIC) of the experiment are represented by light blue bars. A dark blue bar (64 × MIC) followed by  a  light  blue  bar  (2048  ×  MIC)  represents  sequences  from  a  single  evolved  population  at  the  two  different concentrations.  For  both,  the  WT  and  S4,  6  populations  that  survived  the  entire  evolution  experiment  (i.e.  they adapted to 2048 × MIC) are shown. In addition, the 6 dark blue bars at the bottom of each strain s' segment (WT and S4) represent genomes of evolved populations at 64 × MIC that went extinct at concentration above 64 x MIC and below 2048  ×  MIC  (' extinct ').  Red  lines  represent  single  nucleotide  polymorphisms  (snp),  white  lines  represent deletions (del), green lines represent inversions (inv) and black lines represent insertions (ins). The intensity of the line shows the frequency of the specific mutation in the population. Names of key genes are indicated below the diagram. The number of variants in each population is shown on the right side of the figure.;;1;;;;;Plot
103;10.1101_2025.08.19.671051.json;Fig 6. Predicted cell turns see caption on next page.;;1;1;1;;;Plot+Diagram+Photo
104;10.1101_2025.09.29.679248.json;Figure 3. A) View as seen by the camera of the eye -tracker with object bounding box and gazeindicator (red dot) of the person in front included. This view is essentially identical to the way participants see the scenery. B) Eye track over time. The s tart of fixations is marked by red dots.;;;1;1;;;Diagram+Photo
105;10.1101_2023.10.03.560674.json;Figure 3: Histone PTMs accurately predict endogenous gene expression. (A) Spearman correlation on genes from held out chromosomes for different input context lengths, with all cell types pooled together. Blue curve is the mean across 10 computational replicates of CNNs and the red is the mean across 10 computational replicates of ridge regression. Shaded area represents standard deviation in the Spearman correlation across the 10 computational replicates. (B) Spearman correlation on genes of cell types held out during training. The bar plots represent the mean across 10 computational replicates and the error bars represent the corresponding standard deviations. (C) Distribution of Spearman correlations across genes, computed for each gene in test chromosomes by comparing predictions across the 13 cell types. The different curves represent 10 computational replicates for each model type.;;1;;;;;Plot
106;10.1101_2023.09.27.556556.json;Fig 5. Specific stimuli-responsive dynamic, post-translational modulation of protein subcellular localization using pretroDNA tag. ( A ) Subcellular localization of mCherry-RT with pretroDNA_tetO tag is reversed by aTc from inner membrane poles with Tar-TetR-GFP to a uniform distribution throughout the cells. To analyze the post-translational re-localization, aTc was added to cells in resource-deficient environments followed by fluorescence microscopy observation. Im and I c were determined from normalized mCherry intensity profiles along the medial axis of observed cells using MicrobeJ 15 . ( B and C ) Fluorescence microscopy (B) and Im / I c ratio analysis (C) were conducted after 1 hour incubation with aTc. ( D and E ) Fluorescence microscopy (D) and Im / I c ratio analysis (E) by the time of exposure to aTc. All image data are representative of n=3 biological replicates. Scale bar, 5 µm. Error bars indicate SD.;;1;1;1;;;Plot+Diagram+Photo
107;10.1101_2025.06.27.661915.json;Figure 1. Mammalian  cytosine modifications in doublestranded DNA. (a) The cytosine modifications mC and hmC are written by DNMT and TET enzymes. (b) In CpG dyads, both cytosines (C a , C b ) can exist as C, mC or hmC. (c) Strand-symmetric and -asymmetric versions of CpG and CpH dinucleotides containing C, mC and hmC (white circle: T, A, or G).;;;;1;;;Diagram
109;10.1101_2025.05.28.656716.json;Fig A1. Simulated model behaviour across the full range of probe stimulus contrast values from 0.1 (lightest grey) to 1 (black). A) percentage of correct ideal observer responses to probes presented to the dominant monocular population. B) Same but for the suppressed population.;;1;;;;;Plot
110;10.1101_2025.08.21.671520.json;Fig. 3. HDAC inhibition synergizes with GPX4 inhibition to selectively kill persister cells. ( A to F ) Heatmaps of synergy between GPX4 inhibitor RSL3 and HDAC inhibitors panobinostat and vorinostat following 24 hour cotreatment.  Bliss  synergy  score  calculated  with  SynergyFinder  3.0.  Red  color  and  positive  scores  indicate synergy, green color and negative scores indicate buffering. ( A and B )  PC9 parental cells and persister cells derived from 50 nM erlotinib. ( C and D ) A375 parental cells and persister cells derived from 10 nM dabrafenib with 1 nM trametinib. ( E and F ) BT474 parental cells and persister cells derived from 2 µ M lapatinib. ( G to J );;1;;;;;Plot
111;10.1101_2024.06.14.599120.json;Figure 9. Modeling of Rad51-ED and Rad51-KN on an experimentally derived high-;;;;1;;;Diagram
112;10.1101_2025.02.04.635765.json;Figure 5. Age effect of dynamic propagation in an independent NKI-RS cohort. (A) Age-related similarity of spatiotemporal;;1;;1;;;Plot+Diagram
114;10.1101_2025.03.05.641278.json;Fig. 1.  Symptoms  of  BHB  on  oat  disease caused by Pseudomonas  coronafaciens pv. c oronafaciens . A) in the field in Aberdeen, Idaho in 2023 B) on oat leaves collected from the field C) colonies of Pcc on Wilbrink's media.;;;1;;;;Photo
115;10.1101_2024.09.03.610982.json;Figure 5 Cholinergic modulation of HVC-RAPN and LMAN-RAPN eEPSCs in 1367 adult female zebra finches 1368;;1;;1;;;Plot+Diagram
116;10.1101_2024.06.06.597786.json;Extended Data Fig. 8 Pseudotime and additional module score analyses in fracture callus scRNA-seq. Sequencing analysis performed at 14d post-fracture among control or denervated callus tissue. Mesenchymal cells only presented for analysis. a Heatmap of genes by hierarchical clustering across pseudotime in both control and denervation groups. b Module score analysis performed within the Pdgfra + Lepr + stem-like cells . Violin plots of module scores shown. Gene lists in module scores shown in Supplemental Information File 9. ns: non-significant.;;1;;;;;Plot
117;10.1101_2024.06.16.599248.json;Figure 1 Schematic Overview of Theoretical Accounts of Perspective Taking;;;;1;;;Diagram
119;10.1101_2025.06.24.661403.json;Fig. 9 Mean PSE shift across participants by Conflict Condition (Error bars = ± SE);;1;;;;;Plot
121;10.1101_2025.06.24.661403.json;Fig. 7 Mean sigma estimates across participants in Experiment 2 (Grey). Mean model predictions (colored bars) for performance in the Combined Condition, based on the Cutaneous and Configuration conditions. Error bars = +/- SE. Asterisk (*) = Significant t-test. Note the difference in y-axis scale from Fig. 6.;;1;;;;;Plot
122;10.1101_2025.04.08.647715.json;Figure 11: Distributions of the values of risk of inadequate zinc intake, across households.;;1;;;;;Plot
123;10.1101_2025.06.09.658280.json;"Fig. 1. Instantaneous 3D subcellular segmentation of single-molecule fluorescence using Fourier light-field microscopy in living cells. a Optical schematic of two-colour Fourier light-field microscopy with key optical elements labeled. Here, one spectral channel is dedicated to widefield instantaneous volumetric imaging (Volumetric Organelle channel; green), while the other is implemented simultaneously for 3D-SMLM (Single-Molecule channel; red). b Analysis workflow showing 3D reconstruction of the Volumetric Organelle channel with Richardson-Lucy deconvolution (16) and the Single-Molecule channel with single-molecule 3D localization (15). Trajectories are then segmented in 3D according to their localization relative to the subcellular organelle mask for quantitative analysis with improved sensitivity.";;;;1;;;Diagram
126;10.1101_2025.04.22.649740.json;Figure 1 - Allometric scaling in sea stars. (a) Relationship between the sea star mass and the average  arm  length  across  eight  five-armed  species: Asterina  gibossa (circles,  n  =  37), Echinaster sepositus (triangles, n=14), Asterias rubens (inverted triangles, n=74) , Marthasterias  glacialis (squares,  n=23) ,  Linckia  laevigata (squares  with  dot,  n=2) ,  Patiria miniata (lozenges, n = 4), Dermasterias imbricata (lozenges with dot, n=2), and Pentaceraster mammillatus (circles with dot, n=1). Each dot represents an individual sea star (n = 157). The relationship shows a strong correlation (R 2 = 0.8543, p < 0.0001). (b) Photographs of the oral and  lateral  views  of  two individuals of Asterias  rubens illustrating  size  variability. (c) Size range observed in A. rubens . The scale bar is 50 mm. (d) Relationship between the body mass and the average arm length ( n = 74, R 2 = 0.7629, p < 0.0001). (e) Relationship between the;;1;;1;;;Plot+Diagram
127;10.1101_2025.04.17.649325.json;Fig. 2. CWT analysis of M-ECG and I-ECG Signals using the Morlet wavelet (participant 1).;;1;;;;;Plot
129;10.1101_2025.03.12.642939.json;"Fig.	 3.	 Estimated	 marginal	 means	 for	 the	 400-800	 ms	 negativity	 timewindow by Verb type, Case, Trial and sentence-final behavioural Acceptability	 rating.	 Shaded	 areas	 represent	 83%	 confidence	 intervals. Conditions	 plotted in the upper-left and	 lower-right quadrants	 are grammatical; conditions plotted in the upper-right and lower-left quadrants	are	ungrammatical.";;;;1;;;Diagram
130;10.1101_2025.04.03.645855.json;Supplementary Fig. 1. Estimation of pigment composition in larval spots using chemical treatments. ( A ) Natural pigmentation patterns of larval spots in L and + p phenotypes prior to chemical treatment. ( B ) After removal of the epidermal cells by SDS treatment, both black and yellow pigmentation remain visible in the cuticle. ( C ) HCl treatment of SDS-treated cuticle specimens does not eliminate the black or yellow pigments, indicating that both are composed of highly polymerized, acid-resistant melanin. Scale bars, 1 mm.;;;1;;;;Photo
131;10.1101_2022.06.06.495023.json;Figure 3: Qualitative ratings of sound-induced touch for synesthetes and controls. Mean intensity (A), hardness (B), dryness (C), smoothness (D), coldness (E) and dullness (F) ratings are represented for each group across sound frequencies. Error bars represent the standard error of the mean.;;1;;;;;Plot
132;10.1101_2024.03.22.585864.json;Figure 2: Single-cell analyses of Shox2 regulatory trajectory. A . Illustration of single-cell preparation from microdissected  Shox2 trac hindlimbs  at  E10.5,  E11.5,  E12.5,  and  E13.5. B .  UMAP  visualization  of  re-clustered mesenchymal  cells  from  all  merged  datasets. C .  RNA-velocity  analysis  across  mesenchymal  cell  clusters. D . Analysis of gene expression density for Shox2 (proximal marker), dmCherry-P2A-CRE, Hoxd13, and EYFP (distal marker) in mesenchyme cells. Note the EYFP expression in distal clusters, in contrast to Shox2 and dmCherry-CRE E . Distribution of cell proportions categorized by the different Shox2 transcriptional phases: initiation (Shox2+, dmCherry-P2A-CRE +/-, EYFP-), maintaining (Shox2+, dmCherry-P2A-CRE +/-, EYFP+), decommissioned (Shox2-, dmCherry-P2A-CRE-,  EYFP+),  inactive  (Shox2-,  dmCherry-P2A-CRE-,  EYFP-)  or  other  cells  (when  where  not included in any of the previously mentioned class) across mesenchymal clusters. Clusters are ordered according to their distal and proximal identity and to developmental time, with the limb progenitor cluster highlighted by a star. F . UMAP representing different Shox2 cell phases: inactive (black), initiation (light blue), maintaining (red), decommissioned (yellow) and other (grey). G . Visualization of Shox2 RNA-velocity: light blue signifies a higher fraction of immature transcripts (immat.), whereas red indicates a higher fraction of mature transcripts.;;1;;1;;;Plot+Diagram
133;10.1101_2025.05.06.652397.json;"Figure 3: (a) Volcano plot depicting the 946 genes differentially expressed (nominal P values<0.05) between no RRS + paw incision ( n = 4) and RRS + paw incision ( n = 4) groups. (b) Top biological processes in the Gene Ontology pathway enrichment analyses of differentially expressed genes. (c) Gene set enrichment analysis (GSEA) significantly enriched gene  set, p value  =  0.005.  (d)  Upregulation  of  NLRP3  inflammasome  pathway-related genes (brcc3dc , P = 0.094; nlrp3 , P = 0.071; usp50 , P = 0.163; = 0.027.  Z-scores  were  calculated";;1;;;;;Plot
134;10.1101_2025.03.07.642120.json;Figure 12: Process for constructing a divalent immunogen  targeting a particular bnAb:  1) identify target bnAb and model binding of 2 antigens to both fabs of bnAb target, 2) identify protein scaffold that will fix the position of the two antigens for divalent binding by the target bnAb, 3) rigidify the divalent immunogen  to reduce/prevent  rotational and translational freedom.;;;;1;;;Diagram
135;10.1101_2025.02.28.640818.json;Figure 1: Overview of the different steps in the sedimix workflow.;;;;1;;;Diagram
137;10.1101_2025.08.21.671520.json;"Fig.  2. Persister  cells  have  variable  antioxidant  deficiencies  and  depend  on  FSP1  to  survive  GPX4 685 inhibition. ( A ) Parental and persister cells analyzed for NRF2, KEAP1, and system x c -components SLC7A11 686 and SLC3A2 expression. ( B and C ) A375 and PC9 parental and persister cells analyzed for reduced GSH or total 687 GSH (GSSG) levels. ( D ) Protein expression of ferroptosis suppressor genes in parental and persister cells. ( E ) 688 FSP1 mRNA expression in PC9 parental and persister cells treated with and without RSL3. P values calculated 689 with the Wilcoxon Rank Sum test with Bonferroni correction. ( F and G ) PC9 and A375 parental and persister 690 cells treated with and without 5 µ M FSP1 inhibitor. ( H and I ) PC9 and A375 persister cells co-treated with 1 µ M 691 FSP1 inhibitor, 50 nM RSL3, or both for 24 hours. ( B , C , F to I ) n = 3 biological replicates; mean ± s.d. is shown; 692";;1;;;;;Plot
138;10.1101_2025.10.27.684615.json;"Fig. 5. Simplified 3D diagram showing sequential stages of bifurcating growth across three node generations in a plate exhibiting D-TPMS . Node and branch thicknesses and lengths are not representative, as explained in Fig. 4; colors follow those of Fig. 4. Stage 1. The upper nodes in two parallel rows (A-C, A'-C') are connected to two bottom nodes in the same row. Here, six rows are illustrated: four lower (marked by arrows), and two higher, perpendicular to them (containing nodes A-C and A'-C'). Stage 2. Two side branches emerge from two oldest upper nodes (A, A'), forming a straight top ridge perpendicular to the row. Stage 3. Branches extend and, while growing, incline slightly toward adjacent nodes, while at the same time the subsequent upper nodes start stage 1. Stage 4. At least one branch connects with that of a neighboring node, forming an arch-shaped skeletal bridge. Stage 5. A new node";;;;1;;;Diagram
139;10.1101_2025.05.07.652702.json;Figure 7. Human component clustering and temporal relationships. (A) Hierarchical clustering dendrogram of the 14 functional human components using squared Euclidean distance and Ward's linkage. Clusters include primary  visual  (red),  sensorimotor-executive-insular  (gold),  multisensory  (green),  and  functionally  distinct components (light blue, dark blue,  purple).  (B)  Within-species  correlation  matrix  showing  pairwise  temporal correlations  (Pearson's  r)  between  component  timecourses.  Components  are  ordered  based  on  the  sequence specified  by  the  hierarchical  clustering  tree.  Sensorimotor  and  audiovisual  networks  show  high  internal correlation, while the language, executive-2, and DMN components are temporally distinct from other clusters. Clusters identified through hierarchical clustering are highlighted on the matrices with colored squares, following the same color scheme presented in panel A. Red shades indicate positive correlations, while blue shades represent negative correlations. Only correlations with an absolute r value greater than 0.10 are displayed.;;1;;1;;;Plot+Diagram
140;10.1101_2025.07.14.664713.json;Figure S1. Transmission maps for four-layer systems. a-c), Simulated transmission maps for four-layer stacks comprising a polymer substrate and insulation of the same thickness (100 µm TPU, PDMS, or 5 µm ParC). d-f), Simulated transmission maps for four-layer stacks comprising a polymer substrate and insulation of the same thickness simultaneously keeping the overall polymer thickness comparable (50 µm TPU, PDMS, or 2 . 5 µm ParC). g-i) Transmission maps for four-layer systems incorporating a thin insulation layer (100 µm TPU, PDMS, or 5 µm ParC substrate and 25 µm TPU, PDMS, or 1 . 5 µm ParC insulation). Solid contours indicate 0.9 transmission, and dashed contours indicate 0.5 transmission. Dashed red contours indicate the transmission threshold of the corresponding three-layer configurations, for direct comparison.;;1;;1;;;Plot+Diagram
141;10.1101_2025.06.13.659272.json;Fig 5(a-l): Isolation and characterisation of TNBC stem-like cells by FACS.  Phase contrast imaging of TNBC cells and TNBC Stem-like cells  (a-d).  CSCs are observed as spheroids  in culture  (b,d).  Flow cytometric analysis of TNBC cells using DCV based side-population assay (e-h). FACS analysis using marker-based selection methods expressing markers CD133 /i2 , CD44 /i2 , and CD24 /i2 (i-l) nd lls rs;;;1;;;;Photo
142;10.1101_2024.07.01.601472.json;Fig.3 Processing the serial bulk RNA-seq data and the Stereo-seq data. a , Schematic representation of the workflow for generating the serial bulk RNA-seq data of zebrafish embryos. b ,  Cresyl  violet staining of the cryosectioned slices. Each slice is 20 µm thick. The regions stained by cresyl violet correspond to cells. c ,  ISH  images showing the expression patterns of midline genes, gsc , lft1 and tbxta , from dorsal view. d , f , Expression plot showing the expression patterns of midline genes along left-right axis in the Stereo-seq data (d) and the bulk RNA-seq data (f). e ,  Diagram illustrating the midline of the Stereo-seq data tilted towards the left. g , The adjusted Stereo-seq slices. Poor-quality and severely damaged slices were discarded. Each spot is labelled with cell type annotations. h , 3D construction of the Stereo-seq slices. i , Correlation heatmap between the bulk RNA-seq data and the re-segmented  Stereo-seq  slices.  The  colour  bar  represents  the  Pearson  correlation  coefficient. j ,;;1;;1;;;Plot+Diagram
143;10.1101_2023.04.04.535507.json;Figure 8. Proposed model of how RSV NP-LssaCA-OsTLP tripartite interaction leads to callose degradation to promote RSV infection of plants.;;;;1;;;Diagram
144;10.1101_2025.07.29.667383.json;Figure 6. Identification of active PROTACs for AURKA: (A) HiBiT lytic assay-based screening data for AURKA at 50 nM, 200 nM and 1 µM PROTAC concentration after 6 hours incubation  time. The clusters of CRBN and VHL containing PROTACs are labeled beneath the heatmap. (B) Screening hits sorted according to degradation efficacy using HiBiT lytic assay data measured at a PROTAC concentration of 50 nM. The data showed good reproducibility of screens carried out at 1 µM and 50 nM PROTAC concentration and identified eight PROTACs with more than 60% POI degradation at 50 nM. (C) Chemical structures of the PROTACs A16 + X7 and A13 + X30 that induce efficient degradation of AURKA (Dmax > 60%) at a PROTAC concentration of 50 nM. (D) HiBiT-lytic assay-based screening data for AURKA of crude reaction mixtures of CRBN ligand-bearing PROTACs at a PROTAC concentration of 50 nM after 6 h treatment. The data is sorted;;1;;1;;;Plot+Diagram
145;10.1101_2025.03.23.644588.json;Figure 7: Visualization of pial vessels near the transverse temporal gyri, buried within the lateral sulcus. (A) Segmented gray matter. (B, C) 'Cut-out' view of the temporal lobe after removing the parietal lobe, providing a clearer bird's-eye perspective of Heschl's gyrus. (D, E, F) Detailed visualization of the leptomeningeal and pial angioarchitecture within 1.5 mm of the nearest temporal cortex gray matter. The middle cerebral artery, colored in red, is classified by tracing its branches towards the brainstem. Examples of central and peripheral pial veins are highlighted with arrows in F. This visualization is inspired by Duvernoy and Vannson (1999), Figure 239. See Supplementary Figure 3 for alternative viewing angles.;;;1;;;;Photo
146;10.1101_2025.08.11.669771.json;Figure 2. Binding modes for reference ligands plus daclatasvir. a) 3D structure of the complexes, showing  two  PD-L1  monomers,  in  surface  representation,  and  the  ligands  in  licorice.  The  insets highlight the biphenyl core and the orientations of the polar chains for each ligand. b) Intermolecular interactions  for  each  ligand.  Residues  involved  in  hydrophobic  interactions  are  shown  in  green. Stacking interactions, salt bridges, and hydrogen bonds are represented by dotted lines in yellow, red, and blue, respectively.;;;;1;;;Diagram
148;10.1101_2025.02.16.637469.json;"Fig.  7  |  Transcranial  Alternating  Current  Stimulation  (tACS)  modulation  of  perceptual  sensitivity  in Experiment  3.  a, tACS  modulation  of  body  ownership  sensitivity. b ,  tACS  modulation  of  visuotactile simultaneity sensitivity. Shaded regions represent the 95% confidence intervals. Asterisks indicate significant differences  between  the  three  stimulation  conditions  (green:  low  alpha;  purple:  high  alpha;  orange  sham). Specifically, both the high-alpha and low-alpha tACS conditions differed significantly from the sham condition in the hypothesized direction; i.e., lowering the alpha frequency reduced both body ownership and simultaneity sensitivities, whereas increasing the alpha frequency enhanced both sensitivities.";;1;;;;;Plot
149;10.1101_2025.02.13.638127.json;"Figure S1. Isotope ratio mass spectrometry-based measurements of 13 C-urea carbon incorporation into the protein fractions of (A) cecum content, (B) liver and (C) quadriceps muscle.  13 Curea carbon incorporation into 'total' cecum content is also shown (D), which is an analyses run on the total cecal content milieu, not just the protein fraction. Cecal content panels (A, D) lack microbiota-depleted data because ABX-treated animals had insufficient content for analyses. Asterisks indicate a significant effect of season (Season) or gut microbiota presence/absence (ABX), where ** indicates P<0.01 and *** indicates P<0.001. n = 5 for all data except for cecum content (A, D; n=1, pooled samples).";;1;;;;;Plot
150;10.1101_2023.09.13.557676.json;"Fig 4. Evaluation of the model by the machine learning model with blood pressure. (A and B) Visualization of dependency of pruning possibility on pressure, vessel radius and WSS index. The blue and red scattered circles showed unpruned and pruned pixels from experimental data (A) and prediction of the pretrained network (B) . The iso-surfaces illustrated the pruning possibility (pp) = 0.05(red), 0.06(green), 0.07(magenta) and 0.08(cyan) that predicted from pre-trained network. p* and R* indicated the scaled pressure and radius. α * referred to the scaled WSS index. (C) The variation of predicted pruning possibility by correlation (pp _$%&&'()*+%, ) with the pruning possibility by machine learning algorithm (pp _""# ) . (D) The contribution of the vessel radius to the pruning probability, i.e., 0.231R ∗. -0.2946R ∗/ -0.016R ∗ appearing in Eq. (1), as a function of the dimensionless vessel radius R ∗ .";;1;;;;;Plot
151;10.1101_2024.12.28.630610.json;Figure 3: Cancer cell growth under the cooperation sensitive (A-D) and resistant (E-G) cases with four treatments combining Adaptive Therapy (AT) or Maximum Tolerable Dose (MTD) with and without migrastatics. (A) & (E) Reduced metastases and persistence of sensitive cells with AT (A) . (B) & (F) Migrastatics do not inhibit overall growth. (F) AT fails with fully resistant tumors. (C) & (G) Delayed and reduced metastases, especially with AT. (D) & (H) Smaller, delayed metastases with migrastatics. (C) , (D) , (G) and (H) averaged over 50 runs.;;1;;;;;Plot
152;10.1101_2025.04.21.649774.json;"Figure 3. Adipogenic proteins in the secretome of NW-MSCs and OB-MSCs during adipogenesis. A. Abundance of adipogenic proteins in the secretome of NW-MSCs and OB-MSCs for day 0, 5 and 21 of adipogenesis. B-G. Lipid localization proteins. FABP5, fatty acid binding protein 5; PLIN3, perilipin 3; CAV1, caveolin 1, ANGPTL3, angiopoietin like protein 3; GOT2, Glutamic-oxaloacetic transaminase; SLC2A1, soluble carrier family 2 member 1; PPARD, peroxisome proliferator-activator receptor delta. Two-way ANOVA: Effect of day of differentiation on FABP5, CAV1 and SLC2A1 (p=0.001, 0.0001 and 0.04,  respectively).  Effect  of  obesity  on  FABP5,  SLC2A1  and  PPARD  (p=0.01,  0.0004  and  0.0006, respectively). H-I. Fatty acid synthesis proteins. FASN, fatty acid synthase; ACSL1, acyl-COA synthase long chain 1. Two-way ANOVA: Effect of day of differentiation on ACSL1 (p=0.0001). Effect of obesity on  ACSL1  (p=0.003).  Tukey's  range  post  testing:  *p<0.05  (NW-MSCs  versus  OB-MSCs);  **p<0.01 (NW-MSCs  versus  OB-MSCs);  ##p<0.01  (day  5  versus  day  0);  ###p<0.001  (day  5  versus  day  0); $p<0.05 (day 21 versus day 0); $$p<0.01 (day 21 versus day 0); $$$p<0.001 (day 21 versus day 0).";;1;;;;;Plot
153;10.1101_2025.01.02.631135.json;Supplementary Figure 6. NMF factors can also extract patterns of biological intracellular variation.;;1;;;;;Plot
154;10.1101_2025.10.06.680657.json;"Figure 3: Comparison of AMR results for vimentin (red) and actin (blue) networks during the extension phase. (a, b) Force-displacement curves at different velocities (protocol 2), see legend for color code) for vimentin and actin, respectively. Each curve represents the average of ten individual curves. (c) Curvatures K of the force data shown in Fig. 2 and SM, Fig. S3 during the first second of the extension phase (protocol 1) plotted against the maximum displacement s max (bottom axis) and velocity ˙ s (top axis). The box plots show the quartiles and median. (d) Analysis of the actin data (protocol 2); the heat map shows the fraction of yield events at different maximum displacements and velocities; 0 (green) indicates no yield events (0), 1 (blue) indicates detected yield events in all cases (SM, Sec. IIBb)";;1;;;;;Plot
156;10.1101_2025.08.28.672672.json;Figure 5. RSSC diversity and distribution by host (;;1;;1;;;Plot+Diagram
157;10.1101_2025.04.01.646591.json;Figure S8. Representative molecules for labelled polymerases during DNA replication.;;1;;;;;Plot
158;10.1101_2025.06.24.661367.json;Figure S1: Mesenchymal stromal cells have the highest expression of Slc6a6.;;1;;;;;Plot
159;10.1101_2025.03.14.643101.json;Figure 5. Stabilization of multiple HLA alleles using the SMART system A) SEC traces of empty HLA alleles fused to SMART stabilizer. Expected monomer range for the S75 column on the HPLC is 2.1-2.4 minutes. B)   Plot of SMART HLA expression statistics showing total area under the SEC curve versus the fraction of the sample that is monomeric. C) Heatmap of native and SMART HLA soluble expression levels with (+) and without (-) a linked peptide expressed in vitro . Soluble protein (µM) was quantified using radioactive 14 C-leucine incorporation. Average of three replicates (n = 3) is shown for each construct.;;1;;;;;Plot
161;10.1101_2024.12.28.630610.json;Figure 2: Cancer cell growth under the cooperation sensitive (A-D) and resistant (E-G) cases with four treatments combining Adaptive Therapy (AT) or Maximum Tolerable Dose (MTD) with and without migrastatics. (A) & (E) Reduced metastases and persistence of sensitive cells with AT (A) . (B) & (F) Migrastatics do not inhibit overall growth. (F) AT fails with tumors becoming fully resistant. (C) & (G) Delayed and reduced metastases, especially with AT. (D) & (H) Smaller, delayed metastases with migrastatics. (C) , (D) , (G) and (H) averaged over 50 runs.;;1;;;;;Plot
162;10.1101_2025.02.06.636927.json;"Figure 4: Crystal structure of the Gab1 617 -684 fragment in complex with SHP2 1 -222 [43] determined by 3D -ED/MicroED. SHP2 is depicted in cartoon representation (dark grey) with a light grey surface; ordered parts of the Gab1 peptide are shown as yellow sticks with corresponding 2Fo -Fc density (contoured at 1.5 σ , blue mesh).";;;;1;;;Diagram
164;10.1101_2025.09.08.674817.json;"Figure 3. HRSEM analysis of cell-surface interactions on 3D-printed implants. (A-C) MG63 osteoblast-like  cells  cultured  for  48  hours  on  the  inert  titanium  implant.  Sequentially  higher magnification reveals the interface between the smooth titanium surface and adherent cells, with a clear distinction between cellular and substrate structures. (D-F) MG63 cells cultured on the FmocFF/HA  lyophilized  scaffold-incorporated  implant.  (G-I)  MG63  cells  cultured  on  the FmocFF/HA  Hydrogel-incorporated  Implant. At  high  magnifications,  the  bioactive  scaffolds exhibit a nano-fibrillar architecture resembling native ECM, closely integrated with the attached cells. Scale bars: (A, D, G) 20 µm; (B, E, H) 10 µm; (C, F, I) 1 µm.";;;1;;;;Photo
165;10.1101_2025.05.03.651968.json;Figure 11: Parcellated uncompensated and folding-compensated cortical thickness for the HCA cohort. Group areal mean (A) and group mean areal standard deviation (B) are shown.;;;1;;;;Photo
166;10.1101_2025.08.26.672515.json;S2 Fig. Gram staining of L. plantarum co-cultures (1000x). (A) L. plantarum strain after  being  co-cultured  with E.  coli 1×10⁸ in TSB medium and (B) L.  plantarum;;;;1;;;Diagram
167;10.1101_2025.06.02.657414.json;Fig. 1 | The bik1-1 mutant but not bik1-2 nor bik1-3 shows growth arrest and autoimmunity.;;1;1;1;;;Plot+Diagram+Photo
168;10.1101_2025.07.14.664667.json;Figure 1. Habitus, overview statistics and chromosomal karyotype. (A) Habitus of Osmia cornuta , depicting both a female (left) as well as a male (right) individual (image copyright: www.apidarium.de). (B) Assembly and annotation summary statistics, classified into size-related, assembly structure-related, and annotation-related  metrics. (C) A chromosomal karyotype that depicts for each of the 16 chromosomes regions of increased or reduced gene- and repeat-density. In addition, the presence and location of some;;1;1;;;;Plot+Photo
169;10.1101_2025.01.17.633623.json;"Figure 2: The hepatocyte clock controls a subset of transcriptional rhythms in skeletal muscle. A. dryR analysis on gastrocnemius muscle harvested from hepatocyte specific Bmal1-KO mice (Bmal1 hep-/; see also Figure 1A). B. Phase-aligned heatmaps of genes in specified dryR classes (BICW >0.6, amp<0.25). C. Phase plots for each category D. Gene ontology analysis E. Example genes F. candidate TFs (TRRUST Transcription Factors 2019). Motif images from https://jaspar.elixir.no/.";;1;;1;;;Plot+Diagram
170;10.1101_2025.03.23.644588.json;Figure 8: Middle gray matter surface (mid-thickness) displaying '1/T2 * -weighted' contrast in vivo. (A, C) Lateral and medial cortical surfaces. (B, D) Inflated versions to better reveal vascular patterns within sulci. Mesoscopic intracortical veins appear as bright dots. Inferior brain regions affected by magnetic field susceptibility artifacts, where tissue segmentation becomes unreliable, are indicated.;;;1;;;;Photo
174;10.1101_2024.12.04.626811.json;Figure 3. Healthcare professionals' tendency towards gut microbiota analysis (number of responses for each question in order of appearance n = 154, n = 154 n = 95 n = 107).;;;;1;;;Diagram
175;10.1101_2024.10.30.620813.json;Figure  5.  Proposed  integration  of  Selenoprofiles  in  gene  annotation  pipelines. While existing pipelines differ in their structure, all follow the same principle in that various information layers  are  ultimately  combined  into  gene  structures.  We  propose  to  integrate  Sec  codons predicted by Selenoprofiles as high-scored layer to correct selenoprotein annotation.;;;;1;;;Diagram
